text,category,priority,sentiment
"Dear admin, washrooms on 2nd floor me water supply cut off, danger to life. This is unacceptable.",Water Supply,Critical,Negative
"ground floor me washroom is very dirty, kindly resolve. Very disappointed.",Cleanliness,Medium,Negative
"To whom it may concern, There is a problem: college bus is always late in the campus gate. for 2 days. Frustrated with this.",Transport,High,Negative
"To whom it may concern, There is a problem: sewage smell in the ground floor washroom. since yesterday. This is unacceptable.",Plumbing,Medium,Negative
"professor not clearing doubts at department, since 4 days. Very disappointed.",Faculty Issue,High,Negative
"Dear admin, There is a problem: college bus is always late in the route 5. today morning. Appreciate quick action.",Transport,Medium,Positive
"Hello, canteen me khana ekdum tasteless hai, please look into it. Very disappointed.",Mess/Food,Medium,Negative
"Sir, hostel room me wifi not working, since 3 days. Bahut buri service hai.",Internet/Wifi,High,Negative
"To whom it may concern, wifi not working. Location: computer lab. medical emergency. Ye kya ho raha hai.",Internet/Wifi,Critical,Negative
"Dear admin, printer paper jam at computer lab, still not fixed. Awaiting your response.",Computer/Hardware,High,Neutral
"Dear admin, There is a problem: no proper cleaning in the block C. emergency. Awaiting your response.",Hostel Room,Critical,Neutral
"Dear admin, water not coming at Hostel Block A, today morning. This is unacceptable.",Water Supply,Medium,Negative
There is a problem: faculty is rude in the department. few hours. Very disappointed.,Faculty Issue,Medium,Negative
There is a problem: broken bed in the hostel room 202. fire. Bahut buri service hai.,Hostel Room,Critical,Negative
"Complaint: general complaint at campus, since 4 days. Appreciate quick action.",Other,High,Positive
"Dear admin, dustbin overflowing. Location: hostel back side. kindly resolve. This is unacceptable.",Garbage,Medium,Negative
"Hello, wifi disconnects every 5 minutes at library, please look into it. Frustrated with this.",Internet/Wifi,Medium,Negative
"To whom it may concern, dustbin overflowing at hostel back side, occasionally. Ye kya ho raha hai.",Garbage,Low,Negative
"To whom it may concern, certificate not issued. Location: admin block. kindly resolve. Kindly resolve at earliest.",Administrative,Medium,Neutral
"Hello, no power in whole floor at Room 101, please look into it. Very disappointed.",Electricity,Medium,Negative
"Sir, certificate not issued. Location: accounts office. kindly resolve. Frustrated with this.",Administrative,Medium,Negative
"Hello, water not coming at Boys Hostel, kindly resolve. Ye kya ho raha hai.",Water Supply,Medium,Negative
"Hello, There is a problem: room lock broken in the hostel room 202. please look into it. Frustrated with this.",Hostel Room,Medium,Negative
"Dear admin, There is a problem: bullying in class in the canteen. please look into it. Thanks.",Harassment,Medium,Neutral
Complaint: There is a problem: waste dumped near hostel in the canteen area. please look into it. This is unacceptable.,Garbage,Medium,Negative
"To whom it may concern, lecture is too fast. Location: department. please look into it. Ye kya ho raha hai.",Faculty Issue,Medium,Negative
"Sir, water tap is leaking. Location: washrooms on 2nd floor. no response yet. Very disappointed.",Water Supply,High,Negative
"Dear admin, cannot connect to campus network. Location: hostel room. since 4 days. Very disappointed.",Internet/Wifi,High,Negative
"Complaint: computer lab me router is offline, please look into it. Bahut buri service hai.",Internet/Wifi,Medium,Negative
"Complaint: staff toilet me toilet is clogged, kabhi kabhi hota hai. Otherwise things are good, just fix this.",Plumbing,Low,Positive
Complaint: lecture is too fast. Location: class 3B. since 4 days. Appreciate quick action.,Faculty Issue,High,Positive
"canteen me bullying in class, small problem. This is unacceptable.",Harassment,Low,Negative
"Sir, ground floor me cobwebs everywhere, since yesterday. Awaiting your response.",Cleanliness,Medium,Neutral
"Sir, parking lot me parking is chaotic, since yesterday. Ye kya ho raha hai.",Parking,Medium,Negative
"Sir, department me lecture is too fast, no response yet. Kindly resolve at earliest.",Faculty Issue,High,Neutral
"Hello, misc issue. Location: college. immediately. Ye kya ho raha hai.",Other,Critical,Negative
There is a problem: water tap is leaking in the Hostel Block A. no response yet. Bahut buri service hai.,Water Supply,High,Negative
"To whom it may concern, suggestion for improvement at campus, today morning. Very disappointed.",Other,Medium,Negative
"To whom it may concern, parking lot me no parking space, since 3 days. Ye kya ho raha hai.",Parking,High,Negative
"hostel room 202 me broken bed, no response yet. Ye kya ho raha hai.",Hostel Room,High,Negative
There is a problem: bijli nahi hai in the Library. small problem. Very disappointed.,Electricity,Low,Negative
Complaint: ragging by seniors. Location: hostel corridor. kindly resolve. Thanks in advance.,Harassment,Medium,Positive
"Hello, There is a problem: verbal abuse from staff in the canteen. for 2 days. Bahut buri service hai.",Harassment,High,Negative
bulb is fused. Location: study hall. since yesterday. Frustrated with this.,Electricity,Medium,Negative
"Sir, There is a problem: broken bed in the warden office. few hours. Please look into it.",Hostel Room,Medium,Neutral
Complaint: There is a problem: cctv not working in the parking lot. small problem. Appreciate quick action.,Security/Safety,Low,Positive
"Sir, bijli nahi hai. Location: Lab 2. since last week. Ye kya ho raha hai.",Electricity,High,Negative
"Sir, There is a problem: found insect in food in the dining area. since yesterday. Bahut buri service hai.",Mess/Food,Medium,Negative
Complaint: parking is chaotic. Location: parking lot. emergency. Very disappointed.,Parking,Critical,Negative
"Sir, There is a problem: suggestion for improvement in the campus. medical emergency. Awaiting your response.",Other,Critical,Neutral
"Hello, waste dumped near hostel. Location: canteen area. minor issue. Frustrated with this.",Garbage,Low,Negative
Complaint: There is a problem: cctv not working in the main gate. for 2 days. This is unacceptable.,Security/Safety,High,Negative
"Dear admin, There is a problem: warden not responding in the block C. kindly resolve. Bahut buri service hai.",Hostel Room,Medium,Negative
Complaint: There is a problem: syllabus not covered before exam in the academic office. today morning. Bahut buri service hai.,Academic Issue,Medium,Negative
"Dear admin, parking is chaotic. Location: parking lot. kindly resolve. Please look into it.",Parking,Medium,Neutral
"teacher not coming to class regularly at lecture hall, since last week. Otherwise things are good, just fix this.",Faculty Issue,High,Positive
"To whom it may concern, no parking space at parking lot, many students affected. Frustrated with this.",Parking,High,Negative
"Hello, wrong marks in result at notice board, kindly resolve. Frustrated with this.",Academic Issue,Medium,Negative
"Sir, someone blocked my vehicle. Location: faculty parking. since 4 days. Thanks.",Parking,High,Neutral
fee receipt not generated. Location: accounts office. no response yet. Thanks.,Administrative,High,Neutral
"Sir, department me faculty is rude, small problem. Thanks.",Faculty Issue,Low,Neutral
"Sir, dustbin overflowing at hostel back side, still not fixed. This is unacceptable.",Garbage,High,Negative
"Sir, hostel corridor me ragging by seniors, since yesterday. Bahut buri service hai.",Harassment,Medium,Negative
Complaint: There is a problem: someone blocked my vehicle in the faculty parking. since 4 days. Very disappointed.,Parking,High,Negative
"Sir, campus me misc issue, just a suggestion. Awaiting your response.",Other,Low,Neutral
"Hello, food quality is very poor. Location: canteen. since yesterday. Thanks.",Mess/Food,Medium,Neutral
"To whom it may concern, There is a problem: router is offline in the classroom. since 3 days. This is unacceptable.",Internet/Wifi,High,Negative
"Hello, found insect in food. Location: canteen. today morning. Very disappointed.",Mess/Food,Medium,Negative
"Dear admin, There is a problem: wifi disconnects every 5 minutes in the hostel room. few hours. Very disappointed.",Internet/Wifi,Medium,Negative
"Dear admin, There is a problem: no power in whole floor in the study hall. many students affected. Ye kya ho raha hai.",Electricity,High,Negative
"Dear admin, wifi not working. Location: classroom. since yesterday. Very disappointed.",Internet/Wifi,Medium,Negative
"To whom it may concern, parking lot me wallet stolen from library, assault. Thanks in advance.",Security/Safety,Critical,Positive
"Hello, college bus is always late. Location: campus gate. today morning. Frustrated with this.",Transport,Medium,Negative
"To whom it may concern, faculty parking me parking is chaotic, just a suggestion. This is unacceptable.",Parking,Low,Negative
Complaint: There is a problem: waste dumped near hostel in the main road. please look into it. This is unacceptable.,Garbage,Medium,Negative
"To whom it may concern, There is a problem: washbasin is leaking in the staff toilet. minor issue. Kindly resolve at earliest.",Plumbing,Low,Neutral
"Sir, room not cleaned for days at corridor, since yesterday. Thanks.",Cleanliness,Medium,Neutral
There is a problem: college bus is always late in the route 5. kindly resolve. Ye kya ho raha hai.,Transport,Medium,Negative
"Hello, There is a problem: parking is chaotic in the faculty parking. no response yet. Very disappointed.",Parking,High,Negative
"Complaint: fire hazard in lab at library, please look into it. Kindly resolve at earliest.",Security/Safety,Medium,Neutral
"To whom it may concern, broken bed at warden office, just a suggestion. Frustrated with this.",Hostel Room,Low,Negative
"To whom it may concern, block C me no proper cleaning, for 2 days. Very disappointed.",Hostel Room,High,Negative
Complaint: strangers entering hostel. Location: parking lot. kindly resolve. This is unacceptable.,Security/Safety,Medium,Negative
"Sir, main road me dustbin overflowing, kabhi kabhi hota hai. Ye kya ho raha hai.",Garbage,Low,Negative
same menu every day. Location: dining area. for 2 days. Bahut buri service hai.,Mess/Food,High,Negative
